,Scientific Name,Accepted Name,Jepson Common Name,Status,Jepson Link,CNPS Common Name,Family,Lifeform,CRPR,SRank,CESA,NatureServe Common Name,Species Group,NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,Distribution,View on NatureServe Explorer,searchName
14235,Toxicodendron trilobatum,Rhus aromatica,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41175,,,,,,,Fragrant Sumac,Flowering Plants - Dicots,G5,G5,,"Canada: AB, ON, QC, SK
United States: AL, AR, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146377/Rhus_aromatica,Toxicodendron trilobatum
14236,Rhus integrifolia,Rhus integrifolia,Lemonade Berry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41186,,,,,,,Lemonade Sumac,Flowering Plants - Dicots,G4,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159123/Rhus_integrifolia,Rhus integrifolia
14237,Rhus ovata,Rhus ovata,Sugar Bush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41191,,,,,,,Sugar Sumac,Flowering Plants - Dicots,G4,G4,,"United States: AZ, CA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141979/Rhus_ovata,Rhus ovata
14240,Rhynchospora alba,Rhynchospora alba,White Beaked-Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41238,white beaked-rush,Cyperaceae,perennial rhizomatous herb,2B.2,S2,None,White Beakrush,Flowering Plants - Monocots,G5,G5,,"Canada: BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK
United States: AK, AL, CA, CO, CT, DC, DE, GA, ID, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, OR, PA, RI, SC, TN, VA, VT, WA, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160148/Rhynchospora_alba,Rhynchospora alba
14241,Rhynchospora californica,Rhynchospora californica,California Beaked-Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41248,California beaked-rush,Cyperaceae,perennial rhizomatous herb,1B.1,S1,None,California Beakrush,Flowering Plants - Monocots,G1,G1,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134279/Rhynchospora_californica,Rhynchospora californica
14243,Rhynchospora capitellata,Rhynchospora capitellata,Brownish Beaked-Rush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41251,brownish beaked-rush,Cyperaceae,perennial herb,2B.2,S1,None,Brownish Beakrush,Flowering Plants - Monocots,G5,G5,,"Canada: NB, NS, ON, QC
United States: AL, AR, CA, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152061/Rhynchospora_capitellata,Rhynchospora capitellata
14245,Rhynchospora glomerata var. capitellata,Rhynchospora capitellata,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41251,,,,,,,Brownish Beakrush,Flowering Plants - Monocots,G5,G5,,"Canada: NB, NS, ON, QC
United States: AL, AR, CA, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152061/Rhynchospora_capitellata,Rhynchospora glomerata * capitellata
14247,Rhynchospora glomerata var. minor,Rhynchospora capitellata,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41251,,,,,,,Brownish Beakrush,Flowering Plants - Monocots,G5,G5,,"Canada: NB, NS, ON, QC
United States: AL, AR, CA, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WI, WV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152061/Rhynchospora_capitellata,Rhynchospora glomerata * minor
14248,Rhynchospora globularis,Rhynchospora globularis,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41287,round-headed beaked-rush,Cyperaceae,perennial rhizomatous herb,2B.1,S1,None,Globe Beaksedge,Flowering Plants - Monocots,G5?,G5,,"United States: AL, CA, DE, FL, GA, LA, MD, MO, MS, NC, NJ, SC, TX, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128896/Rhynchospora_globularis,Rhynchospora globularis
14249,Rhynchospora globularis var. recognita,Rhynchospora globularis,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41287,,,,,,,Globe Beaksedge,Flowering Plants - Monocots,G5?,G5,,"United States: AL, CA, DE, FL, GA, LA, MD, MO, MS, NC, NJ, SC, TX, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128896/Rhynchospora_globularis,Rhynchospora globularis * recognita
14250,Rhynchospora recognita,Rhynchospora globularis,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41287,,,,,,,Globe Beaksedge,Flowering Plants - Monocots,G5?,G5,,"United States: AL, CA, DE, FL, GA, LA, MD, MO, MS, NC, NJ, SC, TX, VA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128896/Rhynchospora_globularis,Rhynchospora recognita
14251,Ribes amarum,Ribes amarum,Bitter Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41372,,,,,,,Bitter Gooseberry,Flowering Plants - Dicots,G4?,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152163/Ribes_amarum,Ribes amarum
14252,Ribes amarum var. hoffmannii,Ribes amarum,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41372,,,,,,,Bitter Gooseberry,Flowering Plants - Dicots,G4?,G4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152163/Ribes_amarum,Ribes amarum * hoffmannii
14253,Ribes aureum,Ribes aureum,Golden Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41375,,,,,,,Golden Currant,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC, ON, QC, SK
United States: AZ, CA, CO, CT, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, ND, NE, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148091/Ribes_aureum,Ribes aureum
14254,Ribes aureum var. aureum,Ribes aureum var. aureum,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65125,,,,,,,Golden Currant,Flowering Plants - Dicots,G5T3T5,T4,,"Canada: AB, ON, QC, SK
United States: AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134950/Ribes_aureum_var_aureum,Ribes aureum * aureum
14255,Ribes aureum var. gracillimum,Ribes aureum var. gracillimum,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65126,,,,,,,Golden Currant,Flowering Plants - Dicots,G5T4,T4,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159521/Ribes_aureum_var_gracillimum,Ribes aureum * gracillimum
14256,Ribes binominatum,Ribes binominatum,Trailing Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41378,,,,,,,Siskiyou Gooseberry,Flowering Plants - Dicots,G2G3,G2,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141302/Ribes_binominatum,Ribes binominatum
14257,Ribes bracteosum,Ribes bracteosum,Stink Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41380,,,,,,,California Black Currant,Flowering Plants - Dicots,G5,G5,,"Canada: BC
United States: AK, CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137874/Ribes_bracteosum,Ribes bracteosum
14258,Ribes californicum,Ribes californicum,Hillside Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41381,,,,,,,California Currant,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138494/Ribes_californicum,Ribes californicum
14259,Ribes californicum var. californicum,Ribes californicum var. californicum,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65128,,,,,,,California Currant,Flowering Plants - Dicots,G3?TNR,TNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141074/Ribes_californicum_var_californicum,Ribes californicum * californicum
14260,Ribes californicum var. hesperium,Ribes californicum var. hesperium,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65129,,,,,,,California Currant,Flowering Plants - Dicots,G3?TNR,TNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147807/Ribes_californicum_var_hesperium,Ribes californicum * hesperium
14261,Ribes canthariforme,Ribes canthariforme,Moreno Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41384,Moreno currant,Grossulariaceae,perennial deciduous shrub,1B.3,S2,None,Moreno Currant,Flowering Plants - Dicots,G2,G2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.130903/Ribes_canthariforme,Ribes canthariforme
14262,Ribes cereum,Ribes cereum,Wax Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41385,,,,,,,Wax Currant,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC
United States: AZ, CA, CO, ID, MT, ND, NE, NM, NV, OK, OR, SD, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160703/Ribes_cereum,Ribes cereum
14263,Ribes cereum var. cereum,Ribes cereum var. cereum,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65130,,,,,,,Wax Currant,Flowering Plants - Dicots,G5T5,T5,,"Canada: AB, BC
United States: AZ, CA, ID, MT, ND, NE, NM, NV, OK, OR, SD, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146810/Ribes_cereum_var_cereum,Ribes cereum * cereum
14266,Ribes divaricatum var. divaricatum,Ribes divaricatum,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41395,,,,,,,Straggly Gooseberry,Flowering Plants - Dicots,G5,G5,,"Canada: BC
United States: CA, CO, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139962/Ribes_divaricatum,Ribes divaricatum * divaricatum
14267,Ribes divaricatum,Ribes divaricatum,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41395,,,,,,,Straggly Gooseberry,Flowering Plants - Dicots,G5,G5,,"Canada: BC
United States: CA, CO, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139962/Ribes_divaricatum,Ribes divaricatum
14268,Ribes divaricatum var. parishii,Ribes divaricatum var. parishii,Parish'S Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65142,,,,,,,Parish's Gooseberry,Flowering Plants - Dicots,G5TX,TX,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143320/Ribes_divaricatum_var_parishii,Ribes divaricatum * parishii
14269,Ribes divaricatum var. pubiflorum,Ribes divaricatum var. pubiflorum,Straggle Bush,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65143,,,,,,,Straggly Gooseberry,Flowering Plants - Dicots,G5T4?,T4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146530/Ribes_divaricatum_var_pubiflorum,Ribes divaricatum * pubiflorum
14270,Ribes hudsonianum var. petiolare,Ribes hudsonianum var. petiolare,Western Black Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65152,western black currant,Grossulariaceae,perennial deciduous shrub,2B.3,S2,None,Western Black Currant,Flowering Plants - Dicots,G5T5,T5,,"Canada: AB, BC
United States: CA, ID, MT, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146186/Ribes_hudsonianum_var_petiolare,Ribes hudsonianum * petiolare
14271,Ribes petiolare,Ribes hudsonianum var. petiolare,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65152,,,,,,,Western Black Currant,Flowering Plants - Dicots,G5T5,T5,,"Canada: AB, BC
United States: CA, ID, MT, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146186/Ribes_hudsonianum_var_petiolare,Ribes petiolare
14272,Ribes indecorum,Ribes indecorum,White-Flowering Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41409,,,,,,,White-flower Currant,Flowering Plants - Dicots,G5,G5,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146831/Ribes_indecorum,Ribes indecorum
14273,Ribes inerme,Ribes inerme,White-Stemmed Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41410,,,,,,,White-stem Gooseberry,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC
United States: AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140869/Ribes_inerme,Ribes inerme
14274,Ribes inerme var. inerme,Ribes inerme var. inerme,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65153,,,,,,,Whitestem Gooseberry,Flowering Plants - Dicots,G5T5,T5,,"Canada: AB, BC
United States: AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139192/Ribes_inerme_var_inerme,Ribes inerme * inerme
14275,Ribes divaricatum var. inerme,Ribes inerme var. inerme,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65153,,,,,,,Whitestem Gooseberry,Flowering Plants - Dicots,G5T5,T5,,"Canada: AB, BC
United States: AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139192/Ribes_inerme_var_inerme,Ribes divaricatum * inerme
14276,Ribes inerme var. klamathense,Ribes inerme var. klamathense,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65155,,,,,,,White-stem Gooseberry,Flowering Plants - Dicots,G5T3?,T3,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148758/Ribes_inerme_var_klamathense,Ribes inerme * klamathense
14277,Ribes divaricatum var. klamathense,Ribes inerme var. klamathense,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65155,,,,,,,White-stem Gooseberry,Flowering Plants - Dicots,G5T3?,T3,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148758/Ribes_inerme_var_klamathense,Ribes divaricatum * klamathense
14278,Ribes lacustre,Ribes lacustre,Swamp Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41413,,,,,,,Bristly Black Currant,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT
United States: AK, CA, CO, CT, ID, MA, ME, MI, MN, MT, NH, NJ, NV, NY, OR, PA, RI, SD, UT, VT, WA, WI, WV, WY",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137977/Ribes_lacustre,Ribes lacustre
14279,Ribes leptanthum,Ribes lasianthum,,Mentioned in a note,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41414,,,,,,,Woolly-flower Gooseberry,Flowering Plants - Dicots,G3?,G3,,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156480/Ribes_lasianthum,Ribes leptanthum
14280,Ribes lasianthum,Ribes lasianthum,Woolly-Flowered Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41414,,,,,,,Woolly-flower Gooseberry,Flowering Plants - Dicots,G3?,G3,,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156480/Ribes_lasianthum,Ribes lasianthum
14281,Ribes leptanthum var. lasianthum,Ribes lasianthum,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41414,,,,,,,Woolly-flower Gooseberry,Flowering Plants - Dicots,G3?,G3,,"United States: CA, NV",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156480/Ribes_lasianthum,Ribes leptanthum * lasianthum
14282,Ribes laxiflorum,Ribes laxiflorum,Trailing Black Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41415,trailing black currant,Grossulariaceae,perennial deciduous shrub,4.3,S3,None,Trailing Black Currant,Flowering Plants - Dicots,G5,G5,,"Canada: AB, BC
United States: AK, CA, ID, MT, OR, UT, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159810/Ribes_laxiflorum,Ribes laxiflorum
14283,Ribes lobbii,Ribes lobbii,Gummy Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41417,,,,,,,Pioneer Gooseberry,Flowering Plants - Dicots,G4,G4,,"Canada: BC
United States: CA, OR, WA",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140445/Ribes_lobbii,Ribes lobbii
14284,Ribes malvaceum,Ribes malvaceum,Chaparral Currant,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41418,,,,,,,Chaparral Currant,Flowering Plants - Dicots,G3?,G3,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137137/Ribes_malvaceum,Ribes malvaceum
14285,Ribes malvaceum var. malvaceum,Ribes malvaceum var. malvaceum,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65160,,,,,,,Chaparral Currant,Flowering Plants - Dicots,G3?TNR,TNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148221/Ribes_malvaceum_var_malvaceum,Ribes malvaceum * malvaceum
14286,Ribes malvaceum var. clementinum,Ribes malvaceum var. malvaceum,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65160,,,,,,,Chaparral Currant,Flowering Plants - Dicots,G3?TNR,TNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148221/Ribes_malvaceum_var_malvaceum,Ribes malvaceum * clementinum
14287,Ribes malvaceum var. viridifolium,Ribes malvaceum var. viridifolium,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65162,,,,,,,Chaparral Currant,Flowering Plants - Dicots,G3?TNR,TNR,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132966/Ribes_malvaceum_var_viridifolium,Ribes malvaceum * viridifolium
14288,Ribes marshallii,Ribes marshallii,Marshall'S Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41422,Marshall's gooseberry,Grossulariaceae,perennial deciduous shrub,4.3,S4,None,Marshall's Gooseberry,Flowering Plants - Dicots,G4,G4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139391/Ribes_marshallii,Ribes marshallii
14289,Ribes menziesii,Ribes menziesii,Canyon Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=41423,,,,,,,Menzies' Gooseberry,Flowering Plants - Dicots,G4,G4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159015/Ribes_menziesii,Ribes menziesii
14290,Ribes menziesii var. ixoderme,Ribes menziesii var. ixoderme,Aromatic Canyon Gooseberry,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65164,aromatic canyon gooseberry,Grossulariaceae,perennial deciduous shrub,1B.2,S1,None,Aromatic Canyon Gooseberry,Flowering Plants - Dicots,G4T2,T2,,United States: CA,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137022/Ribes_menziesii_var_ixoderme,Ribes menziesii * ixoderme
14291,Ribes menziesii var. menziesii,Ribes menziesii var. menziesii,,Native,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65168,,,,,,,Menzies' Gooseberry,Flowering Plants - Dicots,G4T4,T4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131879/Ribes_menziesii_var_menziesii,Ribes menziesii * menziesii
14292,Ribes menziesii var. faustum,Ribes menziesii var. menziesii,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65168,,,,,,,Menzies' Gooseberry,Flowering Plants - Dicots,G4T4,T4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131879/Ribes_menziesii_var_menziesii,Ribes menziesii * faustum
14293,Ribes menziesii var. hystriculum,Ribes menziesii var. menziesii,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65168,,,,,,,Menzies' Gooseberry,Flowering Plants - Dicots,G4T4,T4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131879/Ribes_menziesii_var_menziesii,Ribes menziesii * hystriculum
14294,Ribes menziesii var. hystrix,Ribes menziesii var. menziesii,,Synonym,https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=65168,,,,,,,Menzies' Gooseberry,Flowering Plants - Dicots,G4T4,T4,,"United States: CA, OR",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131879/Ribes_menziesii_var_menziesii,Ribes menziesii * hystrix
